,PM2.5_pred,PM2.5_real,PM10_pred,PM10_real,NO2_pred,NO2_real,CO_pred,CO_real,SO2_pred,SO2_real,O3_8h_pred,O3_8h_real
68,111.827835,101.0,131.07552,135.0,70.08085,74.0,1.5605592,1.5,3.3807073,3.0,6.3772345,8.0
69,16.989481,16.0,25.755184,29.0,26.061707,26.000000000000004,0.47654304,0.4,2.1180997,2.0,93.52821,97.0
70,7.8162246,11.0,25.462402,21.0,20.13219,18.0,0.451063,0.4,1.8734547,2.0,76.952614,82.0
71,79.765495,79.0,101.64775,100.00000000000001,42.597256,42.00000000000001,0.9126065,0.9,2.8901756,4.0,173.59723,172.0
72,109.24624,129.0,150.63799,148.0,57.77619,53.0,1.4802155,1.4,19.4418,22.0,76.55186,79.0
73,66.62283,62.00000000000001,92.18699,88.00000000000001,52.684975,57.0,0.9888263,0.9,5.12164,5.0,64.92517,65.0
74,-2.1286929,5.0,24.96432,15.0,13.889013,17.0,0.35026452,0.2,4.044937,2.0,123.67623,126.99999999999999
75,15.982226,19.0,30.999004,23.0,31.55179,32.0,0.7043059,0.6,14.702058,16.0,61.353947,62.0
76,2.761594,6.0,32.169323,28.0,15.391944,14.0,0.2565786,0.2,2.1501756,3.0,84.48647,88.99999999999999
77,6.738983,12.0,29.19791,30.0,29.537416,26.000000000000004,0.33722463,0.4,3.6121442,3.0,59.32681,61.00000000000001
78,149.07893,159.0,189.54192,168.0,58.386845,58.0,1.4117752,1.4,8.593394,10.0,237.1909,232.0
79,16.924139,19.0,28.801613,26.0,13.865334,12.0,0.5771496,0.6,2.2847939,3.0,104.74287,107.0
80,22.405458,26.0,37.34097,39.0,28.846298,28.0,0.48115072,0.4,2.943925,3.0,91.332306,95.0
81,40.48852,43.0,53.87978,50.00000000000001,24.46045,25.0,0.87425184,1.0,3.5987546,2.0,112.35358,114.0
82,59.409946,78.0,104.1646,111.0,37.95307,31.0,0.9811065,0.8,20.224281,24.0,78.960556,77.0
83,90.140656,80.0,90.92475,97.99999999999999,44.82611,45.0,1.2308269,1.3,0.42430365,2.0,22.65992,14.0
84,94.82128,90.0,113.54255,112.0,68.093315,73.0,1.4494692,1.4,9.021295,8.0,18.811995,24.000000000000004
85,286.60544,266.0,299.9887,299.0,118.27303,124.0,4.326181,4.6,38.64001,35.0,3.572187,16.0
86,83.41252,81.0,128.35455,134.0,46.688297,46.0,0.94428384,0.9,10.3977785,12.0,178.65459,175.00000000000003
87,14.8748455,12.0,69.302345,87.0,17.232658,15.0,0.2492247,0.2,1.0126686,2.0,81.35036,80.0
88,-1.6593063,5.0,21.07829,14.0,17.104862,14.0,0.26542288,0.2,2.4621222,3.0,80.8332,80.0
89,15.70736,20.0,41.199974,35.0,37.794174,35.0,0.6327734,0.8,15.564531,16.0,65.429054,66.0
90,49.844414,35.0,68.93205,69.0,39.287422,48.99999999999999,0.80943966,0.6,4.7190166,4.0,164.46361,166.0
91,27.712833,21.0,52.062088,52.0,24.55592,26.000000000000004,0.588084,0.7,6.397653,6.0,183.55815,184.99999999999997
92,72.54745,74.0,79.93392,82.0,36.306072,35.0,1.0288042,1.0,2.687301,4.0,159.6523,158.0
93,43.588825,43.0,72.638374,76.0,33.77955,36.0,0.60084903,0.5,4.253883,4.0,156.93681,160.0
94,88.602776,81.0,120.3237,120.0,52.64915,62.0,1.1604835,0.9,4.057085,4.0,31.850403,25.0
95,92.30589,104.0,131.20769,117.00000000000001,57.410404,60.0,1.1769961,0.9,14.986918,17.0,128.16261,125.0
96,52.627323,46.0,71.03959,71.0,51.516357,58.0,0.93955183,0.7,2.8552399,2.0,19.243494,19.0
97,10.182006,8.0,53.912308,63.0,17.940908,14.0,0.26939616,0.3,5.9845495,6.0,56.638138,58.0
98,197.67316,221.0,254.01355,263.0,126.185234,124.99999999999999,4.4281836,4.0,118.45239,118.0,15.713233,8.0
99,98.497795,84.0,158.87898,171.00000000000003,55.41972,53.0,1.3158234,1.6,34.504967,37.0,305.65326,294.0
100,4.9227576,11.0,26.239563,18.0,24.838118,21.000000000000004,0.39784935,0.3,9.805982,11.0,62.345444,61.00000000000001
101,54.368122,41.0,62.76918,60.99999999999999,27.794836,31.0,0.718591,0.7,2.070803,2.0,221.17264,226.0
102,19.717205,12.0,44.214752,40.0,36.42261,41.0,0.5008187,0.4,3.873079,3.0,73.242165,72.0
103,2.6384184,9.0,30.458826,22.000000000000004,16.173895,13.000000000000002,0.27683198,0.3,2.1749964,2.0,97.32114,98.0
104,141.74706,150.0,187.5867,182.0,52.042458,44.0,1.3030955,1.3,5.4503646,10.0,174.98154,168.00000000000003
105,111.81204,104.0,146.27756,144.0,47.818497,50.0,1.2072914,1.2,10.632411,12.0,247.1948,242.0
106,12.940068,15.0,6.8224726,19.0,26.487816,18.0,0.68239653,0.9,2.5134768,2.0,64.394394,61.00000000000001
107,67.31511,61.0,95.23819,92.0,38.50445,40.0,0.9044981,1.0,3.4194546,4.0,125.80212,125.0
108,12.086104,11.0,35.728065,31.0,26.30823,27.0,0.43025503,0.3,1.953938,2.0,47.584183,51.0
109,2.3926866,6.0,22.363216,17.0,15.415172,16.0,0.43275782,0.3,3.2453682,3.0,98.156265,99.0
110,60.792786,53.0,87.35727,89.0,40.816956,45.0,0.88301075,0.8,8.821805,9.0,186.7919,184.99999999999997
111,104.571884,90.0,141.5964,158.0,75.04455,77.99999999999999,1.5592276,1.6,10.801531,9.0,1.7997756,6.000000000000001
112,262.11542,243.0,325.37033,313.0,110.62037,119.0,2.92108,2.5,10.4144335,12.0,49.2923,58.0
113,120.69989,125.99999999999999,155.26482,149.0,41.016438,41.0,1.151039,1.0,1.1322097,3.0,207.76808,203.0
114,71.96526,61.0,89.28546,92.0,32.234512,33.0,0.89686847,1.0,2.728461,3.0,221.61159,221.0
115,67.134834,49.0,84.70582,80.0,51.80824,64.0,1.0375322,0.8,3.3340774,3.0,9.494535,0.0
116,22.062742,19.0,33.499542,52.0,41.554863,38.99999999999999,0.592777,0.5,3.9231844,3.0,52.563965,46.0
117,8.249048,10.0,14.904378,11.000000000000002,20.687016,19.0,0.5159267,0.5,1.6549985,3.0,66.74445,65.0
118,50.399277,29.0,80.074,90.0,43.099197,51.0,0.76928663,0.7,6.890228,5.0,209.20912,213.00000000000003
119,27.50287,20.0,34.1877,34.0,19.876677,19.0,0.60657525,0.6,0.003990464,2.0,124.264885,122.00000000000001
120,90.019646,94.0,134.09355,133.0,42.104107,42.00000000000001,0.88749826,0.9,4.614431,5.0,186.07831,188.0
121,74.537254,77.0,87.15672,75.0,35.890694,38.99999999999999,0.94941986,0.9,2.778218,3.0,185.39217,187.0
122,32.23054,40.0,59.64183,62.0,36.568382,36.0,0.62186897,0.6,7.735981,7.0,53.337456,60.0
123,61.648174,49.0,90.018906,87.0,42.776363,48.99999999999999,1.0183572,1.1,15.167403,15.0,196.47183,197.0
124,118.46554,111.0,111.91352,118.0,60.28343,62.0,1.8569455,2.0,6.745633,5.0,43.933258,52.0
125,5.684766,16.0,37.503277,37.0,15.285443,11.0,0.28600585,0.3,2.5735495,3.0,86.112976,86.0
126,61.078236,65.0,104.29354,113.0,46.660736,44.0,1.0004076,1.0,15.445705,17.0,76.01341,76.0
127,9.987025,6.0,16.41529,16.0,17.33968,15.0,0.4510331,0.4,0.068038054,2.0,82.74548,78.0
128,61.06371,71.0,76.40173,63.0,30.007698,29.0,0.7245569,0.7,2.8102562,4.0,179.58551,184.0
129,49.119484,50.0,60.97038,74.0,33.584614,29.0,0.70171165,0.7,2.005527,3.0,80.63824,77.0
130,12.123042,12.0,3.6656783,20.0,28.194452,20.0,0.602088,0.6,1.936767,3.0,53.55725,47.0
131,92.539894,103.0,117.418526,106.0,61.800804,66.0,1.3559153,1.2,12.817602,12.0,67.262535,73.0
132,3.2217858,5.0,23.40988,17.0,16.450804,15.0,0.43234822,0.4,3.0532424,3.0,77.372536,78.0
133,184.40932,159.0,245.87798,275.0,80.54902,80.0,2.469291,2.7,19.345453,18.0,34.31981,40.0
134,5.027193,10.0,22.316055,17.0,13.311499,13.000000000000002,0.49026516,0.4,3.3884432,3.0,93.1202,96.00000000000001
135,71.87501,66.0,108.957504,113.0,57.0653,62.0,1.0937624,1.0,10.929574,10.0,83.99281,86.0
136,71.27712,58.0,77.93839,85.0,59.256138,64.0,1.65293,1.8,20.27527,18.0,30.35899,35.0
137,121.189804,114.0,139.11206,147.0,78.53329,75.0,2.4848924,2.8,40.64428,40.0,13.8557825,14.0
138,12.919919,13.0,31.245354,25.000000000000004,28.185059,28.0,0.35211268,0.3,0.6910345,2.0,69.349594,65.0
139,100.44652,110.0,102.991646,92.0,57.67493,56.0,1.4120235,1.3,1.6548455,3.0,34.29655,36.0
140,34.266216,46.0,60.806847,57.0,33.79287,31.0,0.80952346,0.7,15.972009,18.0,80.793236,80.0
141,170.11458,200.0,220.5684,206.0,45.128036,31.0,1.5448674,1.6,2.7953641,9.0,118.34042,111.0
142,21.037556,17.0,38.446884,34.0,32.0219,30.0,0.37335333,0.4,1.2723491,4.0,50.38565,47.0
143,24.855614,30.0,53.51452,45.0,42.61718,38.99999999999999,0.60573363,0.8,13.128876,13.0,78.65648,78.0
144,30.549105,39.0,61.17407,54.0,24.114792,21.000000000000004,0.36722586,0.4,1.5781953,2.0,150.20619,152.0
145,10.647247,8.0,36.66038,36.0,9.639907,6.0,0.21317548,0.2,-1.2964083,2.0,55.789154,62.0
146,22.862885,34.0,54.361576,47.0,22.217604,18.0,0.39206,0.5,2.1168215,3.0,95.9871,97.0
147,41.52686,30.0,67.329025,65.0,37.13191,48.0,0.748809,0.6,5.1480174,3.0,166.90414,169.0
148,92.26184,100.0,99.67355,85.0,54.65864,61.0,1.4547279,1.3,7.7902985,6.0,56.67993,60.0
149,49.294807,49.0,40.839897,32.0,44.275707,50.0,1.2589407,1.2,10.466927,9.0,39.267746,43.0
150,34.572235,38.0,47.189888,41.0,25.30314,26.000000000000004,0.67632806,0.6,0.8953493,2.0,80.38141,80.0
151,116.85332,124.00000000000001,120.885445,103.0,62.959072,62.0,1.6528853,1.6,6.5282574,9.0,49.07287,50.0
152,21.693134,22.0,35.818943,37.0,13.616767,13.000000000000002,0.57387066,0.7,3.1049178,2.0,173.17838,179.0
153,43.227367,55.0,59.60176,53.0,18.575891,18.0,0.74526274,0.8,3.4281645,2.0,181.28595,183.0
154,2.0507944,9.0,30.623468,24.0,23.439901,19.0,0.24653992,0.2,1.9573379,3.0,58.703487,58.0
155,18.514633,27.0,32.068027,37.0,34.6849,28.0,0.6128025,0.7,9.061144,10.0,49.391243,51.0
156,131.67375,128.0,171.17557,183.0,60.775166,64.0,1.7289562,1.7,7.918484,6.0,51.117657,58.0
157,42.20314,44.0,67.447014,76.0,24.114498,19.0,0.54375947,0.8,4.303372,3.0,221.90215,222.0
158,16.089952,24.0,36.07077,28.0,40.894085,38.0,0.8196418,0.7,23.802845,26.0,58.10476,55.0
159,24.127144,17.0,31.370495,25.000000000000004,29.216856,31.0,0.52007735,0.4,2.469863,4.0,53.077442,53.0
160,78.01089,57.0,128.73856,133.0,52.42511,66.0,0.9373903,0.8,6.7062454,4.0,152.8467,158.0
161,36.767174,29.0,58.44484,54.0,26.420057,29.0,0.67554295,0.6,2.4220495,4.0,98.578575,94.0
162,11.236322,16.0,39.26442,37.0,26.625402,26.000000000000004,0.42247817,0.5,5.446314,4.0,82.587616,85.0
163,41.30826,36.0,71.336754,64.0,32.88186,36.0,0.6371492,0.6,3.3661003,5.0,56.920464,57.0
164,101.29818,112.0,121.19141,120.0,44.188908,42.00000000000001,1.4652826,1.6,9.104484,9.0,56.368233,63.0
165,49.033722,37.0,77.97733,77.0,48.04734,51.0,0.6649411,0.7,1.9594578,3.0,19.783945,13.0
166,37.600685,35.0,58.297478,59.0,24.31453,26.000000000000004,0.6104976,0.6,4.9626226,3.0,213.04707,217.0
167,119.81907,115.0,169.38365,164.0,54.112778,56.0,1.2071695,1.2,14.452472,16.0,249.86798,243.0
168,114.37859,148.0,97.17932,57.0,36.998554,34.0,1.3846102,1.2,4.5140166,8.0,225.11339,219.0
169,65.31845,51.0,83.84049,80.0,45.89115,58.0,1.0031655,0.8,4.580862,3.0,167.9029,169.0
170,29.172857,35.0,29.93516,19.0,30.136818,26.000000000000004,0.5847987,0.7,3.3448074,4.0,86.054245,88.0
171,127.324425,118.0,175.22305,176.00000000000003,79.62339,85.0,1.7094609,1.5,12.550712,13.0,22.366076,24.000000000000004
172,26.46165,23.0,71.31078,64.0,36.470165,40.0,0.38965824,0.4,4.947272,3.0,115.987236,114.99999999999999
173,21.522507,21.0,40.86112,34.0,21.84568,23.0,0.42234,0.3,0.27717373,2.0,78.85942,77.0
174,9.142948,17.0,67.296196,57.0,21.90361,20.0,0.14199826,0.2,2.9887908,2.0,91.56534,94.0
175,88.77039,91.0,150.89139,158.0,39.37593,35.0,0.8657901,1.0,2.0402932,4.0,83.020935,80.0
176,104.23504,117.0,137.17532,125.0,60.799072,58.0,1.3318447,1.4,13.317652,14.0,98.77452,101.0
177,36.237804,33.0,54.22703,56.0,47.792442,48.0,0.7822001,0.8,8.92659,9.0,55.284447,57.0
178,112.53163,107.0,165.95686,168.0,56.09414,53.0,1.3187634,1.5,22.581013,25.0,242.80502,234.0
179,25.498594,18.0,41.639095,39.0,37.678795,42.00000000000001,0.6258012,0.5,3.0397687,3.0,69.93619,68.0
180,57.619606,61.0,100.19823,101.0,34.1657,35.0,0.63434803,0.5,8.095842,9.0,197.67993,197.0
181,60.67131,68.0,97.477036,87.0,39.08616,37.0,0.68891144,0.7,4.6971993,7.0,104.126045,103.00000000000001
182,10.804128,13.0,37.45113,31.0,34.543285,34.0,0.3592895,0.3,4.379032,4.0,58.492268,53.99999999999999
183,26.654652,34.0,55.023495,50.00000000000001,23.829472,26.000000000000004,0.74359787,0.7,4.994788,4.0,49.98676,53.99999999999999
184,32.31658,40.0,49.894775,48.0,45.28071,41.0,1.151897,1.2,27.3012,29.0,48.38494,46.0
185,7.204368,9.0,27.99834,16.0,10.859462,8.0,0.29453075,0.3,-0.42025423,2.0,59.90789,71.0
186,30.319826,29.0,64.926506,66.0,36.974976,35.0,0.51584375,0.6,2.847155,3.0,73.99362,72.0
187,44.717037,37.0,67.96498,70.0,40.039486,41.0,0.6542487,0.7,3.038501,3.0,126.78991,128.0
188,13.106031,28.0,27.408613,0.0,26.592888,27.0,0.41991684,0.3,2.22991,3.0,70.89849,76.0
189,10.413751,8.0,28.617325,28.0,29.094831,31.0,0.44519916,0.4,2.85333,2.0,59.13947,62.0
190,27.03449,19.0,112.25765,132.0,23.401089,17.0,0.07376714,0.2,1.0119269,2.0,99.072464,101.0
191,6.5376353,11.0,26.119339,27.0,18.216248,12.0,0.36450282,0.4,-0.2231692,2.0,52.99535,47.0
192,34.94095,37.0,44.647736,42.99999999999999,41.028713,38.99999999999999,0.74136746,0.8,3.3864226,3.0,49.225826,50.0
193,0.23289327,6.0,13.389424,9.0,24.847418,22.0,0.3146433,0.2,2.5804057,3.0,58.93936,55.0
194,23.893566,29.0,30.221092,28.0,23.406904,19.0,0.52014446,0.5,-0.1019669,2.0,80.11872,78.0
195,7.626057,7.0,37.391247,35.0,15.298166,13.000000000000002,0.26755202,0.3,3.5024762,3.0,58.871223,63.0
196,32.358208,22.0,55.134438,54.0,29.94661,36.0,0.6696744,0.6,3.6623511,3.0,135.27318,135.0
197,54.81147,61.0,87.601814,79.0,57.755497,60.0,1.1603779,1.2,21.564758,21.0,58.730465,60.0
198,12.130397,21.0,35.218884,29.0,12.57477,11.0,0.62237954,0.7,4.6112375,3.0,91.395004,95.0
199,20.077854,27.0,40.113617,41.0,17.062563,17.0,0.5913323,0.5,4.2594786,3.0,157.63673,160.0
200,83.216,104.0,89.715996,70.0,40.22045,37.0,1.0644569,0.9,-0.91766006,2.0,53.63333,50.0
201,82.74503,70.0,176.9401,195.0,59.880512,66.0,0.9579809,0.8,16.315979,16.0,79.72618,77.0
202,147.83488,136.0,173.90501,178.0,94.75923,94.0,2.3442032,2.5,27.358221,28.0,10.456148,15.0
203,91.70126,91.0,141.03413,142.0,56.96657,61.0,1.1916431,1.0,15.174909,16.0,130.07007,130.0
204,135.07077,152.0,151.84775,132.0,53.527336,50.0,1.4642291,1.4,-1.5992892,2.0,40.46164,38.0
205,82.58635,84.0,107.26373,108.0,72.368576,74.0,2.0488522,2.0,43.76943,44.0,25.01876,23.0
206,92.10131,89.0,134.61742,136.0,47.65299,48.99999999999999,1.1662532,1.0,14.168892,17.0,167.23047,160.0
207,26.592798,26.0,50.409176,36.0,25.843323,26.000000000000004,0.46996763,0.5,2.0153193,4.0,60.90742,63.0
208,29.001486,28.0,33.278027,54.99999999999999,31.476652,23.0,0.67355764,0.8,1.4461092,2.0,62.93671,58.0
209,71.39572,40.0,227.53067,292.0,31.966503,25.0,0.116965234,0.3,1.6486403,3.0,92.36347,84.00000000000001
210,73.981125,77.0,114.83622,116.0,51.392685,52.00000000000001,0.84908295,0.7,2.014215,3.0,47.813896,43.0
211,28.168194,22.0,44.667004,52.0,27.189714,27.0,0.6078353,0.6,2.0471473,4.0,50.218975,53.0
212,22.805588,24.0,43.86244,44.00000000000001,21.448198,25.0,0.5882969,0.5,4.6496525,2.0,169.29216,173.0
213,75.32177,81.0,115.01625,112.0,42.399693,43.0,0.9623238,1.0,4.5221667,4.0,87.84236,90.0
214,12.786546,14.0,32.79815,25.000000000000004,24.500473,25.0,0.42298874,0.4,5.2015724,4.0,67.04895,71.0
215,19.326982,21.0,44.852673,48.99999999999999,35.3749,35.0,0.51231027,0.5,4.913844,4.0,52.532696,55.0
216,61.879677,79.0,32.935158,0.0,42.11489,44.0,1.0793669,1.0,4.5205617,5.0,162.7913,166.0
217,46.950554,45.0,100.72425,108.0,30.543337,27.0,0.5331938,0.7,1.8019882,3.0,72.49444,73.0
218,26.115763,31.000000000000004,57.604275,59.0,26.707144,24.0,0.43770453,0.5,2.7532685,2.0,141.3475,141.0
219,48.555634,43.0,64.445946,68.0,39.962082,41.0,0.80159414,0.8,4.707516,5.0,133.23427,135.0
220,29.169239,25.0,54.70741,53.0,38.092937,45.0,0.7389909,0.6,8.348899,6.0,52.033253,53.0
221,84.6813,86.0,104.173805,94.0,60.30309,68.0,1.2457774,0.9,4.6020026,4.0,43.72354,44.0
222,39.82331,28.0,63.736744,69.0,42.85204,48.99999999999999,0.788671,0.7,5.04561,4.0,81.11087,85.0
223,85.72897,75.0,115.054054,124.0,63.904945,66.0,1.3877463,1.5,10.783185,10.0,21.819075,28.0
224,42.684296,50.0,79.92745,95.0,31.396769,25.0,0.55057335,0.5,0.9558167,2.0,46.079357,42.00000000000001
225,16.624056,16.0,48.786015,46.0,20.836695,24.0,0.4429761,0.3,4.752788,3.0,137.61925,141.0
226,97.34836,115.0,137.08629,138.0,91.87817,93.0,2.6378465,2.2,73.87788,74.99999999999999,23.295464,16.0
227,37.184658,34.0,68.83929,76.0,38.292583,38.0,0.82490516,0.9,12.055188,11.0,49.77657,50.0
228,122.575066,133.0,145.10594,137.0,66.90808,71.0,1.833674,1.7,14.230674,12.0,38.139736,41.0
229,2.9172924,3.0,25.501669,15.0,15.17521,16.0,0.36409554,0.3,2.388622,3.0,74.21731,71.0
230,12.067818,13.0,31.204327,27.0,20.77036,20.0,0.47374842,0.5,5.775994,5.0,55.008625,59.0
231,44.034824,35.0,75.785675,75.0,51.322876,58.0,0.75959444,0.6,4.2161,3.0,38.837265,36.0
232,75.96153,62.99999999999999,93.49041,101.0,71.121635,77.0,1.591967,1.7,19.96289,18.0,7.5819225,16.0
233,6.5704165,6.0,25.44635,21.0,19.833206,20.0,0.39389703,0.3,1.6349368,2.0,92.23814,88.99999999999999
234,4.8880534,12.0,45.677998,36.0,15.04101,17.0,0.35911724,0.3,4.7230544,2.0,125.95794,129.0
235,117.41074,121.00000000000001,140.34904,131.0,78.116936,83.0,2.1729329,2.1,34.939465,34.0,48.784412,49.0
236,8.208377,15.0,32.851818,29.0,15.7683735,19.0,0.45593676,0.3,5.460639,3.0,167.90468,175.00000000000003
237,15.89768,20.0,24.63669,37.0,22.122976,16.0,0.39542982,0.3,1.3315812,2.0,93.01123,98.0
238,37.635395,33.0,64.92337,60.99999999999999,35.90665,41.0,0.7288637,0.6,12.322229,13.0,180.17096,179.0
239,30.59946,29.0,56.011974,59.0,17.739538,16.0,0.6314976,0.7,2.78951,2.0,120.12492,121.0
240,117.91648,122.99999999999999,160.65053,158.0,80.70381,79.0,1.9365318,1.8,38.660267,41.0,108.601814,107.0
241,39.447453,41.0,49.07851,42.99999999999999,25.013441,25.0,0.69983375,0.7,1.1087782,2.0,144.5561,144.0
242,26.807293,20.0,42.078114,39.0,38.853947,45.0,0.8853091,0.9,13.159394,11.0,47.35592,52.0
243,2.0137224,7.0,30.02336,31.0,23.747526,18.0,0.23135746,0.4,3.2252195,3.0,61.01533,62.0
244,16.37267,20.0,38.628014,38.0,15.6222,17.0,0.49849352,0.4,4.6095095,3.0,159.64296,162.0
245,58.20717,60.0,86.59334,80.0,48.10864,54.0,0.85922825,0.6,7.0411096,7.0,98.76585,99.0
246,27.044477,36.0,68.51633,67.0,26.39681,26.000000000000004,0.4550126,0.4,2.6950884,2.0,95.70137,97.0
247,33.82028,31.000000000000004,54.8255,50.00000000000001,39.717117,48.99999999999999,0.902943,0.7,11.920545,10.0,40.490505,43.0
248,48.875282,48.0,48.227036,57.0,45.32461,44.0,0.9271724,0.8,1.612735,2.0,34.723602,34.0
249,142.88736,163.0,178.84497,160.0,63.800716,62.0,1.5533988,1.4,8.2127,10.0,103.06951,104.0
250,11.143349,13.0,45.007935,40.0,28.64395,30.0,0.33711037,0.4,4.098362,2.0,86.58259,88.99999999999999
251,86.381584,78.0,104.520706,99.0,40.752808,45.0,1.1557817,1.1,0.8173703,2.0,114.630936,111.0
252,43.511078,39.0,48.010033,56.0,38.37505,37.0,0.7430519,0.7,3.54942,4.0,65.845055,62.0
253,44.328014,39.0,66.666565,71.0,48.711506,53.0,0.9183036,0.8,7.908381,7.0,32.819534,36.0
254,16.805178,21.0,38.426147,36.0,21.6195,20.0,0.4287022,0.5,3.1888103,2.0,132.12904,134.0
255,97.7131,92.0,127.48402,126.99999999999999,72.78395,79.0,1.4595872,1.2,10.344825,10.0,29.43468,31.0
256,20.131763,16.0,39.883003,33.0,33.633305,30.0,0.33638182,0.4,1.3886255,4.0,53.343452,51.0
257,72.34364,75.0,104.81257,100.00000000000001,45.945705,48.0,0.96044946,0.8,4.989942,6.0,104.38738,101.0
258,125.75737,129.0,193.12436,190.0,64.79928,69.0,1.383617,1.0,17.906208,20.0,157.29301,153.0
259,7.825639,7.0,32.307323,23.0,12.055328,9.0,0.21775937,0.2,-0.41945255,2.0,59.978165,67.0
260,59.968906,58.0,102.84847,103.0,54.358135,58.99999999999999,0.8685092,0.8,10.584214,9.0,85.814255,88.0
261,81.31036,68.0,129.35085,133.0,58.644096,66.0,0.9932121,0.9,3.7394247,3.0,60.53341,62.0
262,58.6153,54.0,92.78103,90.0,35.334587,38.99999999999999,0.7494823,0.8,6.4655557,6.0,199.49748,200.0
263,59.95836,43.0,66.82243,66.0,51.15769,58.99999999999999,1.1144142,1.1,7.934064,7.0,46.692554,44.0
264,7.4046173,10.0,17.272076,16.0,15.260706,13.000000000000002,0.5384368,0.5,1.7914971,2.0,64.18017,59.0
265,62.655533,58.0,77.997986,81.0,35.401386,32.0,0.78108346,0.9,2.302077,4.0,159.30183,160.0
266,38.633686,26.0,127.26847,175.0,21.965292,12.0,0.15930271,0.3,0.16813706,2.0,97.10129,93.0
267,40.317722,32.0,51.035812,48.99999999999999,28.981678,33.0,0.67784667,0.6,3.0939004,3.0,184.94736,187.0
268,7.4312363,9.0,15.151362,28.0,26.508553,21.000000000000004,0.39697048,0.4,3.171559,2.0,103.6929,104.0
269,87.51668,84.0,122.3155,119.0,56.067772,60.0,1.0593675,0.9,6.415154,7.0,121.14944,121.0
270,67.69601,82.0,99.246574,87.0,38.252346,38.0,0.7698351,0.6,2.757462,4.0,92.71916,92.0
271,30.64195,30.0,42.029263,36.0,38.20607,42.00000000000001,0.71477365,0.6,3.4895241,3.0,79.47871,81.0
272,10.220252,14.0,30.148708,26.0,23.656017,19.0,0.34318307,0.4,1.2596548,3.0,71.47067,67.0
273,56.958908,41.0,88.240906,85.99999999999999,42.545322,47.0,0.80689967,0.9,4.7914724,5.0,38.674973,32.0
274,31.381765,32.0,92.747215,101.0,26.929813,28.0,0.3618038,0.3,4.726897,4.0,106.03378,107.99999999999999
275,9.139465,20.0,35.30674,32.0,18.748325,14.0,0.2715412,0.3,2.0240679,2.0,74.620155,76.0
276,80.404686,90.0,140.75505,141.0,39.33149,34.0,0.7261592,0.7,10.965123,14.0,175.73878,172.0
277,88.39481,90.0,116.14957,117.00000000000001,40.907024,38.0,1.088725,1.1,13.428095,16.0,233.9487,228.0
278,58.794205,39.0,76.80103,88.00000000000001,50.628704,60.0,1.0484782,0.9,5.2946196,4.0,21.138012,16.0
279,74.39726,79.0,108.71482,104.0,52.525307,58.0,1.0274407,0.8,6.625437,6.0,76.00563,76.0
280,11.336217,16.0,33.902107,24.0,24.621769,22.0,0.418143,0.5,6.764812,6.0,77.1358,79.0
281,24.19308,26.0,45.611656,48.99999999999999,17.057104,17.0,0.5537882,0.5,4.4997873,3.0,167.01158,169.0
282,14.408073,19.0,6.68968,0.0,30.779552,29.0,0.5453235,0.5,1.8144534,2.0,40.177135,41.0
283,39.954655,37.0,70.64765,76.0,41.677,38.0,0.6386181,0.9,4.6420856,4.0,61.18981,64.0
284,10.149946,9.0,-0.5167356,18.0,28.734009,20.0,0.45160517,0.4,1.0122159,3.0,62.004982,56.0
285,23.900433,33.0,64.72311,63.0,16.240509,15.0,0.5344236,0.6,7.5489645,4.0,195.70125,200.0
286,186.58173,198.0,224.90234,212.0,74.60977,74.0,2.0165832,1.6,1.8123841,5.0,50.66999,56.0
287,69.60042,77.0,107.90887,109.99999999999999,34.104317,32.0,0.9880818,1.1,9.715549,10.0,74.70366,80.0
288,227.6062,296.0,239.64857,204.0,101.49836,88.0,3.8484607,3.2,74.77299,78.99999999999999,65.29552,60.0
289,1.2335681,9.0,24.445889,18.0,17.681078,17.0,0.31565246,0.2,2.8131435,2.0,108.6425,113.0
290,85.09892,83.0,113.458305,107.0,60.470936,66.0,1.103173,0.9,4.6845994,5.0,56.838463,56.0
291,17.843723,22.0,37.17294,36.0,26.631617,24.0,0.44243535,0.5,2.7985363,3.0,80.49889,82.0
292,40.54821,28.0,57.96455,69.0,26.35355,24.0,0.5045967,0.5,-0.66447514,2.0,62.80456,60.0
293,93.16912,82.0,149.73042,159.0,37.56556,37.0,0.8564893,0.9,10.688577,12.0,272.96912,267.0
294,15.088263,17.0,28.370985,28.0,12.705369,12.0,0.5387435,0.5,4.351855,3.0,163.45879,168.00000000000003
295,28.662695,28.0,41.479496,39.0,21.246052,23.0,0.58100665,0.5,1.4188007,2.0,153.3144,155.0
296,11.672565,32.0,27.50837,0.0,19.104877,15.0,0.35770056,0.3,2.414803,3.0,96.06343,97.0
297,6.4410253,9.0,26.787224,23.0,16.03092,16.0,0.41471788,0.3,4.0271597,3.0,128.86948,133.0
298,13.835178,24.0,44.851997,41.0,35.39968,31.0,0.48539683,0.6,12.189038,12.0,72.11007,73.0
299,21.84676,27.0,36.18567,38.0,15.671343,13.000000000000002,0.6416732,0.6,3.40473,3.0,133.5483,137.0
300,174.00885,183.0,218.59163,200.99999999999997,71.55927,72.0,1.71927,1.4,3.575012,6.0,131.91017,132.0
301,61.644585,55.0,85.41853,92.99999999999999,72.58003,69.0,1.5066222,1.7,27.354595,28.0,18.145874,16.0
